Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Series A - Compound,https://www.crunchbase.com/funding_round/compound-labs-series-a--9021d585,"San Francisco, California, United States, North America",Compound,https://www.crunchbase.com/organization/compound-labs,Series A,25000000,USD,25000000,2019-11-14,Yes,Less than $1M,https://compound.finance,,1,5
Series A - Found,https://www.crunchbase.com/funding_round/foundforbusiness-series-a--49239fd9,"San Francisco, California, United States, North America",Found,https://www.crunchbase.com/organization/foundforbusiness,Series A,12750000,USD,12750000,2021-05-20,Yes,,https://found.com,"Women Founded, Women Led",2,1
Series A - Thimble,https://www.crunchbase.com/funding_round/verifly-series-a--b516f634,"New York, New York, United States, North America",Thimble,https://www.crunchbase.com/organization/verifly,Series A,22000000,USD,22000000,2019-10-15,Yes,$1M to $10M,https://www.thimble.com,,3,5
Series A - Lili,https://www.crunchbase.com/funding_round/lili-9f45-series-a--00f4001b,"New York, New York, United States, North America",Lili,https://www.crunchbase.com/organization/lili-9f45,Series A,15000000,USD,15000000,2020-10-22,Yes,$1M to $10M,http://www.lili.co,"Women Founded, Women Led",3,7
Series A - AlphaFlow,https://www.crunchbase.com/funding_round/alphaflow-series-a--26f2e658,"San Francisco, California, United States, North America",AlphaFlow,https://www.crunchbase.com/organization/alphaflow,Series A,10000000,USD,10000000,2020-11-12,Yes,$1M to $10M,http://www.alphaflow.com/,,2,19
Series A - Petal,https://www.crunchbase.com/funding_round/petal-series-a--b31ff6f2,"New York, New York, United States, North America",Petal,https://www.crunchbase.com/organization/petal,Series A,13000000,USD,13000000,2018-01-10,Yes,$1M to $10M,https://www.petalcard.com,Hispanic / Latine Founded,7,17
Series A - Higlobe,https://www.crunchbase.com/funding_round/higlobe-series-a--a295ea4e,"Palo Alto, California, United States, North America",Higlobe,https://www.crunchbase.com/organization/higlobe,Series A,14000000,USD,14000000,2022-09-20,Yes,$10M to $50M,https://higlobe.com,,1,8
Series A - Rho,https://www.crunchbase.com/funding_round/rho-business-series-a--01affcf6,"New York, New York, United States, North America",Rho,https://www.crunchbase.com/organization/rho-business,Series A,15000000,USD,15000000,2021-01-13,Yes,$1M to $10M,https://rho.co,,2,9
"Series A - CoinAlpha, Inc.",https://www.crunchbase.com/funding_round/hummingbot-series-a--8debdc33,"Mountain View, California, United States, North America","CoinAlpha, Inc.",https://www.crunchbase.com/organization/hummingbot,Series A,8000000,USD,8000000,2021-06-09,Yes,$1M to $10M,http://coinalpha.com,Women Founded,1,9
Series A - Cowbell,https://www.crunchbase.com/funding_round/cowbell-cyber-inc-series-a--5c401a7f,"Pleasanton, California, United States, North America",Cowbell,https://www.crunchbase.com/organization/cowbell-cyber-inc,Series A,20000000,USD,20000000,2021-03-11,Yes,$100M to $500M,https://cowbell.insure,"South Asian Founded, South Asian Led",4,7
Series A - Numerai,https://www.crunchbase.com/funding_round/numerai-series-a--464be442,"San Francisco, California, United States, North America",Numerai,https://www.crunchbase.com/organization/numerai,Series A,6000000,USD,6000000,2016-12-12,Yes,,https://numer.ai,,1,5
Series A - Charlie,https://www.crunchbase.com/funding_round/charlie-a850-series-a--52ac2787,"Los Angeles, California, United States, North America",Charlie,https://www.crunchbase.com/organization/charlie-a850,Series A,16000000,USD,16000000,2023-10-31,Yes,$1M to $10M,https://www.charlie.com,,2,3
Series A - Monarch Money,https://www.crunchbase.com/funding_round/monarch-money-inc-series-a--6949e203,"Covina, California, United States, North America",Monarch Money,https://www.crunchbase.com/organization/monarch-money-inc,Series A,15000000,USD,15000000,2022-02-01,Yes,$1M to $10M,https://www.monarchmoney.com,,1,4
Series A - Slice Labs,https://www.crunchbase.com/funding_round/slice-labs-series-a--00fac391,"New York, New York, United States, North America",Slice Labs,https://www.crunchbase.com/organization/slice-labs,Series A,20000000,USD,20000000,2018-09-26,Yes,Less than $1M,http://www.slice.is,,2,8
Series A - Modern Treasury,https://www.crunchbase.com/funding_round/modern-treasury-series-a--7c6d6a84,"San Francisco, California, United States, North America",Modern Treasury,https://www.crunchbase.com/organization/modern-treasury,Series A,10000000,USD,10000000,2019-12-19,Yes,Less than $1M,https://www.moderntreasury.com,,1,1
Series A - april,https://www.crunchbase.com/funding_round/april-getapril-com-series-a--80ad9241,"New York, New York, United States, North America",april,https://www.crunchbase.com/organization/april-getapril-com,Series A,30000000,USD,30000000,2022-06-29,Yes,$10M to $50M,http://www.getapril.com,,2,6
Series A - Solidus Labs,https://www.crunchbase.com/funding_round/solidus-labs-series-a--2944d7c7,"New York, New York, United States, North America",Solidus Labs,https://www.crunchbase.com/organization/solidus-labs,Series A,20000000,USD,20000000,2021-05-24,Yes,$1M to $10M,http://www.soliduslabs.com,,2,15
Series A - Amplify Life Insurance,https://www.crunchbase.com/funding_round/amplify-life-insurance-series-a--fd508dcf,"San Francisco, California, United States, North America",Amplify Life Insurance,https://www.crunchbase.com/organization/amplify-life-insurance,Series A,10092193,USD,10092193,2022-06-24,Yes,$10M to $50M,https://getamplifylife.com/,Women Founded,2,5
Series A - CoinList,https://www.crunchbase.com/funding_round/coinlist-series-a--80bebe4a,"San Francisco, California, United States, North America",CoinList,https://www.crunchbase.com/organization/coinlist,Series A,9200000,USD,9200000,2018-04-05,Yes,$10M to $50M,https://coinlist.co,,1,9
Series A - Propel,https://www.crunchbase.com/funding_round/propel-4-series-a--fb92e3af,"Brooklyn, New York, United States, North America",Propel,https://www.crunchbase.com/organization/propel-4,Series A,12800000,USD,12800000,2018-12-14,Yes,$100M to $500M,http://joinpropel.com,Women Founded,2,8
Series A - Slice Labs,https://www.crunchbase.com/funding_round/slice-labs-series-a--18b9bf42,"New York, New York, United States, North America",Slice Labs,https://www.crunchbase.com/organization/slice-labs,Series A,11600000,USD,11600000,2017-10-05,Yes,Less than $1M,http://www.slice.is,,2,5
Series A - Bloomberg Second Measure,https://www.crunchbase.com/funding_round/second-measure-series-a--7e979fa3,"San Mateo, California, United States, North America",Bloomberg Second Measure,https://www.crunchbase.com/organization/second-measure,Series A,20000000,USD,20000000,2019-02-11,Yes,$10M to $50M,https://secondmeasure.com/,Women Founded,3,3
Series A - Dvdendo,https://www.crunchbase.com/funding_round/dvdendo-series-a--9a2ebb5a,"Miami, Florida, United States, North America",Dvdendo,https://www.crunchbase.com/organization/dvdendo,Series A,3250000,USD,3250000,2018-10-01,Yes,Less than $1M,http://dvdendo.com,,1,2
Series A - Cogni,https://www.crunchbase.com/funding_round/cogni-series-a--6015ad47,"New York, New York, United States, North America",Cogni,https://www.crunchbase.com/organization/cogni,Series A,23000000,USD,23000000,2022-04-26,Yes,Less than $1M,http://www.getcogni.com,,1,9
Series A - Clara Lending,https://www.crunchbase.com/funding_round/clara-lending-series-a--2d5c17c4,"San Francisco, California, United States, North America",Clara Lending,https://www.crunchbase.com/organization/clara-lending,Series A,19300000,USD,19300000,2016-08-17,Yes,Less than $1M,https://clara.com,,,5
Series A - Become,https://www.crunchbase.com/funding_round/becomeco-series-a--d037bbef,"San Mateo, California, United States, North America",Become,https://www.crunchbase.com/organization/becomeco,Series A,10000000,USD,10000000,2019-10-29,Yes,$10M to $50M,https://www.become.co,,,5
Series A - Farther,https://www.crunchbase.com/funding_round/farther-finance-series-a--d7d4401d,"San Francisco, California, United States, North America",Farther,https://www.crunchbase.com/organization/farther-finance,Series A,15000000,USD,15000000,2022-05-01,Yes,$100M to $500M,https://www.farther.com,,2,7
Series A - Car IQ,https://www.crunchbase.com/funding_round/cariq-2-series-a--d919add9,"San Francisco, California, United States, North America",Car IQ,https://www.crunchbase.com/organization/cariq-2,Series A,6000000,USD,6000000,2019-06-25,Yes,$1M to $10M,https://www.cariqpay.com,,,8
Series A - Atom Finance,https://www.crunchbase.com/funding_round/atom-finance-series-a--865a3fdb,"New York, New York, United States, North America",Atom Finance,https://www.crunchbase.com/organization/atom-finance,Series A,10600000,USD,10600000,2019-10-01,Yes,$1M to $10M,https://atom.finance,,,12
Series A - VegaX Holdings,https://www.crunchbase.com/funding_round/vegax-series-a--3bc22a8f,"New York, New York, United States, North America",VegaX Holdings,https://www.crunchbase.com/organization/vegax,Series A,6000000000,KRW,4562015,2022-08-17,Yes,$1M to $10M,https://vegaxholdings.com,,1,1
Series A - Dealpath,https://www.crunchbase.com/funding_round/dealpath-series-a--383e331c,"San Francisco, California, United States, North America",Dealpath,https://www.crunchbase.com/organization/dealpath,Series A,8000000,USD,8000000,2016-10-05,Yes,$10M to $50M,https://www.dealpath.com/,,,9
Series A - Selfbook,https://www.crunchbase.com/funding_round/Selfbook-series-a--f18d34fc,"West Hollywood, California, United States, North America",Selfbook,https://www.crunchbase.com/organization/Selfbook,Series A,15000000,USD,15000000,2022-03-08,Yes,$10M to $50M,https://selfbook.com,,1,2
Series A - Flutterwave,https://www.crunchbase.com/funding_round/flutterwave-series-a--9a62cba1,"San Francisco, California, United States, North America",Flutterwave,https://www.crunchbase.com/organization/flutterwave,Series A,10000000,USD,10000000,2017-07-31,Yes,$100M to $500M,https://www.flutterwave.com,"Black Founded, Black Led",1,8
Series A - Nu Banx,https://www.crunchbase.com/funding_round/nu-banx-llc-series-a--d30f0be6,"Miami, Florida, United States, North America",Nu Banx,https://www.crunchbase.com/organization/nu-banx-llc,Series A,2650000,USD,2650000,2023-01-30,Yes,,,Hispanic / Latine Founded,,3
Series A - Atom Finance,https://www.crunchbase.com/funding_round/atom-finance-series-a--3f0a5b9c,"New York, New York, United States, North America",Atom Finance,https://www.crunchbase.com/organization/atom-finance,Series A,6000000,USD,6000000,2020-10-07,Yes,$1M to $10M,https://atom.finance,,,2
Series A - Flowcast,https://www.crunchbase.com/funding_round/flowcast-series-a--f41b8d55,"San Francisco, California, United States, North America",Flowcast,https://www.crunchbase.com/organization/flowcast,Series A,5000000,USD,5000000,2019-09-24,Yes,$1M to $10M,https://flowcast.ai/,"East Asian Led, South Asian Founded, Women Founded",,4
Series A - Extend,https://www.crunchbase.com/funding_round/extend-enterprises-inc-series-a--5428317d,"New York, New York, United States, North America",Extend,https://www.crunchbase.com/organization/extend-enterprises-inc,Series A,11000000,USD,11000000,2019-04-10,Yes,$50M to $100M,https://paywithextend.com/,,6,5
Series A - Notabene,https://www.crunchbase.com/funding_round/notabene-86d2-series-a--73f952fb,"New York, New York, United States, North America",Notabene,https://www.crunchbase.com/organization/notabene-86d2,Series A,10200000,USD,10200000,2021-11-08,Yes,$1M to $10M,https://notabene.id,"Hispanic / Latine Founded, Middle Eastern / North African Founded, Women Founded",2,13
Series A - Genesis Global,https://www.crunchbase.com/funding_round/genesis-global-solutions-series-a--a1895683,"Miami, Florida, United States, North America",Genesis Global,https://www.crunchbase.com/organization/genesis-global-solutions,Series A,3000000,USD,3000000,2018-11-15,Yes,$1M to $10M,https://genesis.global,,3,2
Series A - Super.com,https://www.crunchbase.com/funding_round/superdotcom-series-a--edb938b8,"San Francisco, California, United States, North America",Super.com,https://www.crunchbase.com/organization/superdotcom,Series A,7200000,USD,7200000,2018-12-04,Yes,$10M to $50M,https://www.super.com,,1,2
Series A - January,https://www.crunchbase.com/funding_round/january-technologies-series-a--f0784147,"New York, New York, United States, North America",January,https://www.crunchbase.com/organization/january-technologies,Series A,10000000,USD,10000000,2022-03-30,Yes,$10M to $50M,https://www.january.com,,1,8
Series A - Jiko,https://www.crunchbase.com/funding_round/jiko-series-a--23579a55,"San Francisco, California, United States, North America",Jiko,https://www.crunchbase.com/organization/jiko,Series A,40000000,USD,40000000,2020-10-29,Yes,$1M to $10M,http://www.jiko.com,,1,9
Series A - Ampla Technologies,https://www.crunchbase.com/funding_round/ampla-series-a--3879f210,"New York, New York, United States, North America",Ampla Technologies,https://www.crunchbase.com/organization/ampla,Series A,40000000,USD,40000000,2021-12-21,Yes,$1M to $10M,http://www.getampla.com,,2,7
Series A - Intelligo Group,https://www.crunchbase.com/funding_round/intelligo-group-series-a--9cd75dfb,"New York, New York, United States, North America",Intelligo Group,https://www.crunchbase.com/organization/intelligo-group,Series A,5700000,USD,5700000,2017-10-19,Yes,$10M to $50M,https://www.intelligo.ai,Women Founded,1,2
Series A - Axoni,https://www.crunchbase.com/funding_round/axoni-series-a--f6cfb39c,"New York, New York, United States, North America",Axoni,https://www.crunchbase.com/organization/axoni,Series A,20000000,USD,20000000,2017-05-11,Yes,$1M to $10M,https://axoni.com,,4,10
Series A - Datarails,https://www.crunchbase.com/funding_round/datarails-series-a--aa660313,"New York, New York, United States, North America",Datarails,https://www.crunchbase.com/organization/datarails,Series A,6000000,USD,6000000,2017-07-17,Yes,$1M to $10M,http://www.datarails.com,,1,6
Series A - Aptos,https://www.crunchbase.com/funding_round/aptos-96b4-series-a--9fe46789,"Palo Alto, California, United States, North America",Aptos,https://www.crunchbase.com/organization/aptos-96b4,Series A,150000000,USD,150000000,2022-07-25,Yes,$1M to $10M,https://aptoslabs.com,,2,13
Series A - Set Labs,https://www.crunchbase.com/funding_round/set-protocol-series-a--4e530255,"San Francisco, California, United States, North America",Set Labs,https://www.crunchbase.com/organization/set-protocol,Series A,14000000,USD,14000000,2021-05-28,Yes,Less than $1M,https://www.tokensets.com,,1,13
